District,School Name,UDISE Code,School Management,School Category,Notification Uploaded,Trees Planted,Tree Uploaded
MORADABAD,SHISHU VATIKA UCHCHTAR MADHYAMIK VIDHYALYA,09041500138,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,22,Yes
MORADABAD,SHYAM LAL HIGHER SEC. SCHOOL,09041500817,Government Aided,Secondary only (9–10),Yes,6,Yes
MORADABAD,"SPRING FIELD COLLEGE, DELHI ROAD",09041501311,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,2,Yes
MORADABAD,"SRI HUKUM SINGH INTER COLLEGE, PITAL NAGRI",09041505425,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,"SRI SAI VIDHYA KANYA INTER COLLEGE, MANSAROVAR CLY",09041502044,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,9,Yes
MORADABAD,"ST. RAJENDRA SINGH H.S. SCH, HIMGIRI CLY",09041504907,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MORADABAD,SWARUPI DEVI MEMO INTER COLLEGE,09041502038,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,47,Yes
MORADABAD,"St. MARY Senior SEC SCH, CO. BAGH",09041504704,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,29,Yes
MORADABAD,"St. PAUL,s COLLEGE, CIVIL LINES",09041504709,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,82,Yes
MORADABAD,"TINY TOTS COLLEGE, CIVIL LINE",09041504708,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,4,Yes
MORADABAD,"V.K.S. PUBLIC SCHOOL, MAJHOLA",09041501310,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MORADABAD,VEERANGNA AWANTI BAI LODHI INTER COL. KANSHI RAM YOGNA,09041505216,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MORADABAD,"VIKSIT INTER COLLEGE, DUGRA COLONY, SIHORA GOVIND",09041505215,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MORADABAD,VISHAL SARSWATI V.M. HIGHER SEC SCH,09041500173,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MORADABAD,"WILSONIA COLLEGE, CIVIL LINES",09041504707,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,"ABBAS INTER COLLEGE, CHOWKI HASAN KHAN",09041402801,Government Aided,Primary to Higher Secondary (1–12),Yes,1,Yes
MORADABAD,ABDUL SALAM MUSLIM GIRLS INTER COLLEGE,09041402828,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,150,Yes
MORADABAD,ACHARYA RAJESH SHARMA SEN. SEC. SCH,09041403211,Private Unaided Recognized,Secondary only (9–10),No,33,Yes
MORADABAD,ADAM AND EVE'S SCHOOL PEERZADA ROAD,09041402408,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,1,Yes
MORADABAD,ARYA KANYA INTER COLLEGE,09041402819,Government Aided,Primary to Higher Secondary (1–12),Yes,109,Yes
MORADABAD,ASIM BIHARI KANYA INTER COLLEGE LAJPAT NAGAR,09041402885,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MORADABAD,B.R.P.INTER COLLEGE,09041403108,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MORADABAD,BABA HARDEV SINGH HIGHER SEC. SCHOOL,09041403605,Private Unaided Recognized,Secondary + Higher Secondary (9–12),Yes,0,No
MORADABAD,BALDEV ARYA KANYA INTER COLLEGE,09041402826,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,0,No
MORADABAD,BHAGWATI INTER COLLEGE KAZIPURA,09041403418,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,6,Yes
MORADABAD,BINATUL QURESH GIRLS INTER COLLEGE,09041402821,Government Aided,Primary to Higher Secondary (1–12),Yes,94,Yes
MORADABAD,"C.L.GUPTA WORLD SCHOOL, RAM GANGA VIHAR, PHASE-II",09041402878,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,9,Yes
MORADABAD,"CHIRANJI LAL INTER COLLEGE, LODHIPUR",09041403407,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MORADABAD,DELHI PUBLIC GLOBAL SCHOOL,09041402305,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,9,Yes
MORADABAD,DY JAGAN. SINGH KANYA SEN SEC,09041402833,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,7,Yes
MORADABAD,GOVIND BALLABH PANT HIGHER SEC SCH,09041403311,Government Aided,Upper Primary to Secondary (6–10),Yes,70,Yes
MORADABAD,GOVT GIRLS INTER COLLEGE,09041402835,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,377,Yes
MORADABAD,J S INTER COLLEGE PANDIT NAGLA,09041403603,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MORADABAD,J.R.AGARWAL KANYA INTER COLLEGE,09041402816,Government Aided,Primary to Higher Secondary (1–12),Yes,80,Yes
MORADABAD,JIGAR JANNAT NISHA KANYA INTER COLLEGE,09041402831,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,15,Yes
MORADABAD,"K.R. KANYA INTER COLLEGE, DURGESH NAGAR",09041402832,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,KAUSHALYA KANYA INTER COLLEGE,09041402814,Government Aided,Primary to Higher Secondary (1–12),Yes,78,Yes
MORADABAD,"KHOOB CHAND BAL VID. MAN. SEN. SEC. SCH, PANDIT NAGLA",09041402902,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MORADABAD,LAXMI NARAYAN J. SARAN KANYA INTER COLLEGE,09041402815,Government Aided,Primary to Higher Secondary (1–12),Yes,89,Yes
MORADABAD,METHODIST GIRLS  INTER COLLEGE,09041402834,Government Aided,Primary to Higher Secondary (1–12),Yes,75,Yes
MORADABAD,MOLANA AZAD MUSLIM GIRLS,09041402825,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,7,Yes
MORADABAD,MUSLIMA KANYA INTER COLLEGE,09041402830,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,"NATIONAL MODERN SCHOOL, BY PASS, KARULA",09041403702,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,5,Yes
MORADABAD,"PAWAR INTER COLLEGE, QAZIPURA",09041403404,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,PHOOLWATI DEVI KANYA INTER COLLEGE,09041402818,Government Aided,Primary to Higher Secondary (1–12),Yes,82,Yes
MORADABAD,PRABHA DEVI ADARSH K.I.COLLEGE,09041402820,Government Aided,Primary to Higher Secondary (1–12),Yes,206,Yes
MORADABAD,PRATAP SINGH HINDU KANYA INTER COLLEGE,09041402827,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,4,Yes
MORADABAD,"R.R.K. SCHOOL, ASHIYANA PHASE-II, MDA COLONY",09041402879,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,39,Yes
MORADABAD,"R.S.D. ACADEMY PUB SCH, RAM GANGA VIHAR PHSE-II",09041402880,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,2,Yes
MORADABAD,RAJ KALA P.D.A. KANYA INTER COLLEGE,09041402817,Government Aided,Primary to Higher Secondary (1–12),Yes,97,Yes
MORADABAD,RAM CHANDRA SHARMA KANYA INTER COLLEGE,09041402829,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,72,Yes
MORADABAD,RUKMANI RANI HIGHER SEC. SCHOOL,09041403805,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
MORADABAD,SAHU RAMESH KU KANYA INTER COL,09041402836,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,222,Yes
MORADABAD,"SAVITRI BAI PHOOLEY KANYA INTER COLLEGE, SHAHPUR TIGRI",09041403312,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,SMT.SHYAMO DEVI MEMORIAL INTER COLLEGE SURAJ NAGAR,09041402886,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MORADABAD,ST.MARY'S SCHOOL,09041404109,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,116,Yes
MORADABAD,SURABHI SIKSHA NIKETAN INTER COLLEGE,09041403415,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,TASLEEMA MEMO. PANDIT NAGLA,09041402853,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,5,Yes
MORADABAD,TOTA RAM SAINI (TRS) MEMO. HIGHER SEN. SEC. SCH.,09041403409,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MORADABAD,ABDUL WAHID CLASSIC  INTER COLLEGE,09040902708,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MORADABAD,ADAM EVE'S CONVENT SCHOOL,09040903811,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MORADABAD,ATHAR ALI HIGHER SECONDARY SCHOOL MILAK IMLAQ,09040911302,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,0,No
MORADABAD,AYUSH INTER COLLEGE DALPATPUR,09040904603,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MORADABAD,B.S. INTER COLLEGE,09040908611,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MORADABAD,BAL JEET SINGH  HIGHER SECONDARY SCHOOL,09040909802,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,1,Yes
MORADABAD,DR. KHAMANI SINGH YADAV INTER COLLEGE,09040903805,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,FARIYAD HUSAIN MEMORIAL HIGHER SECONDARY SCHOOL,09040905704,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MORADABAD,GOVERNMENT HIGHER SEC. SCHOOL,09040900606,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,101,Yes
MORADABAD,GOVERNMENT HIGHSCHOOL SAHRIYA,09040909307,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,0,No
MORADABAD,GOVERNMENT INTER COLLEGE,09040908605,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,84,Yes
MORADABAD,GOVERNMENT INTER COLLEGE SARKARA KHAS,09040909708,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,134,Yes
MORADABAD,GOVT.HIGH SCHOOL LAXMIPUR KATTAI,09040904202,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,72,Yes
MORADABAD,GOVT.HIGH SCHOOL VEERPUR BATIYAR,09040903303,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,78,Yes
MORADABAD,H.M.J. HIGHER SECONDARY SCHOOL,09040902703,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MORADABAD,M.J.P. KHAI KHERA MUNDHAPANDAY,09040908615,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MORADABAD,M.J.P.INTER COLLEGE,09040908613,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,7,Yes
MORADABAD,NASIRI PUBLIC KANYA HIGHER SECONDARY SCHOOL SARKARA KHAS,09040902823,Private Unaided Recognized,Secondary only (9–10),No,0,No
MORADABAD,NATIONAL INTER COLLEGE KARANPUR MUNDHAPANDAY ,09040902704,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MORADABAD,NAV RATNA KANYA INTER COLLEGE,09040908607,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MORADABAD,PANDIT DEEN DAYAL JHS UNCHAGAO,09040900903,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,RAJENDRA SINGH INTER COLLEGE,09040908606,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,19,Yes
MORADABAD,"RAJKIRAN KANYA INTER COLLEGE, AKKA DILARI",09040903803,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MORADABAD,RAM DEVI H.S.S. BHEETKHERA MORADABAD,09040907504,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
MORADABAD,RAMRAJ ADARSH HIGHER SECONDARY SCHOOL GATORA,09040902002,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MORADABAD,RIJWAN HUSSAIN MEMO.INTER COLLEGE,09040905807,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,11,Yes
MORADABAD,RIYASAT HUSAIN HIGHER SECONDARY SCHOOL,09040909404,Private Unaided Recognized,Secondary + Higher Secondary (9–12),Yes,0,No
MORADABAD,S B INTER COLLEGE ROUNDA BLOCK MUNDAPANDAY MORADABAD,09040910202,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,2,Yes
MORADABAD,S P S INTER COLLEGE HIRANKHERA,09040907105,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MORADABAD,SACRED HEART CONVENT HIGH SCHOOL,09040904402,Private Unaided Recognized,Secondary + Higher Secondary (9–12),Yes,0,No
MORADABAD,SANT SHRI ASA RAMJI SENIOR SECONDARY SCHOOL,09040908002,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,0,No
MORADABAD,SHANTI DEVI INTER COLLEGE,09040907102,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,SHIV RAJ SINGH MEMO.INTER COLLEGE DEOLARI,09040908003,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MORADABAD,SOMWATI KANYA INTER COLLEGE,09040906304,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,SUKHI SINGH MEMORIAL SCHOOL,09040900303,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MORADABAD,SURESH HIGHER SECONDARY SCHOOL MACHARYA,09040900702,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,1,Yes
MORADABAD,"TIRVANI PUBLIC PUBLIC SCHOOL, MACHARIYA",09040900703,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,V P S Memorial Intermediate College Boojpur Asha Moradabad,09040911809,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,"ADARSH JANTA INTER COLLEGE, BHAYPUR",09041200408,Government Aided,Upper Primary to Higher Secondary (6–12),No,9,Yes
MORADABAD,ADARSH P.M.V. MUNIMPUR,09041206802,Government Aided,Secondary only (9–10),No,8,Yes
MORADABAD,ARYA SECONDARY SCHOOL,09041214011,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
MORADABAD,B.S.INTER COLLEGE KUAKHERA,09041205403,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,BABU SINGH VIDHYA MANDIR INTER COLLEGE MANDAIYA,09041206704,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,BAL VIKAS HIGHER SEC.SCH.SURJAN NAGAR,09041202007,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MORADABAD,D.S.S.HIGHER SECONDARY SCHOOL PEELAKPUR GUMANI,09041201306,Private Unaided Recognized,Secondary only (9–10),No,0,No
MORADABAD,GANDHI SMARAK INTER COLLEGE,09041202012,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,79,Yes
MORADABAD,GOVERNMENT HIGHSCHOOL ABDULLAHPUR LEDA,09041200110,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,60,Yes
MORADABAD,GOVERNMENT INTER COLLEGE RAMUWALA GANESH,09041208506,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,41,Yes
MORADABAD,GOVERNMENT INTER COLLEGE SAHBAJPUR KALA,09041209504,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,76,Yes
MORADABAD,GOVT INTER COLLEGE THAKURDWARA,09041201241,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,25,Yes
MORADABAD,GOVT. KANYA INTER COLLEGE,09041208304,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,90,Yes
MORADABAD,GOVT.HIGH SCHOOL TANDA AFJAL,09041212602,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,46,Yes
MORADABAD,GURU JAMBHESHWAR M.P.L. INTER COLLEGE,09041212506,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
MORADABAD,H.N.(HIQMUTUL NAJUK JAHAN) HIGHER SECONDARY SCHOOL,09041203804,Private Unaided Recognized,Secondary only (9–10),No,0,No
MORADABAD,H.S.C. INTER COLLEGE,09041205307,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,JANTA INTER COLLEGE,09041204302,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,K.B.INTER COLLEGE MADARPUR SHARIFNAGAR,09041206105,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,K.D.INTER COLLEGE,09041202103,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,1,Yes
MORADABAD,KRIPAL SINGH MEMORIAL SCHOOL BAHAPUR,09041210304,Private Unaided Recognized,Upper Primary to Secondary (6–10),Yes,0,No
MORADABAD,KRISHAK INTER COLLEGE,09041201107,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,5,Yes
MORADABAD,KRISHAK JANTA HR.SEC.SCHOOL LONGIKALAN,09041205906,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
MORADABAD,KRISHNA GRAMBHARTI GLOBAL SCHOOL,09041202020,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,1,Yes
MORADABAD,"KRISHNA INTER COLLEGE THAKURDWARA, MORADABAD",09041211101,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,MANJU DEVI GIRLS SECONDARY SCHOOL,09041201126,Private Unaided Recognized,Secondary only (9–10),No,0,No
MORADABAD,MUSLIM INTER COLLEGE,09041201218,Government Aided,Primary to Higher Secondary (1–12),Yes,0,No
MORADABAD,"NAV JAGRAN INTER COL, DULHAPUR TANDA",09041203702,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,0,No
MORADABAD,OXFORD V.A.H.H.S.S.THAKURDWARA,09041201408,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
MORADABAD,"R.P.S. INTER COLLEGE, RATUPURA",09041208803,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,R.S.M. INTER COLLEGE,09041208306,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,R.S.M.INTERNATIONAL SCHOOL,09041208309,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,RAM AVTAR PUB JHS,09041207803,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,11,Yes
MORADABAD,RAMAWATI DEVI INTER COLLEGE BITHUATHER,09041210202,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,RAMPAL SINGH SHAKUNTALA DEVI INTER COLLEGE,09041202604,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,10,Yes
MORADABAD,RAMSARAN LAL MEMO. INTER COLLEGE,09041211802,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,4,Yes
MORADABAD,S D PUBLIC SCHOOL THAKURDWARA,09041201248,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,S.B.D.M.INTERMEDIATE COLLEGE,09041208307,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,7,Yes
MORADABAD,S.D VADIC HIGH. SEC.VIDYALYA,09041209305,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MORADABAD,S.H.A. HIGHER SECONDARY SCHOOL,09041201123,Private Unaided Recognized,Secondary only (9–10),No,11,Yes
MORADABAD,SANATAN DHARM HINDU INTER COLL,09041201217,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,69,Yes
MORADABAD,SARASWATI VIDHIYA MANDIR HIGHER SECONDARY SCHOOL,09041202502,Private Unaided Recognized,Secondary only (9–10),No,0,No
MORADABAD,"SAROJ ACADEMY OF INTELLIGENCE INTER COLLEGE, THAKURDWARA",09041212001,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,SARSWATI VIDYA MANDIR J.H.S.,09041202009,Private Unaided Recognized,Secondary only (9–10),No,0,No
MORADABAD,SHIV HARI GOVT. KANYA INTER CO,09041201221,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,113,Yes
MORADABAD,SHIV ST. JOSEPH INTER COLLEGE THAKURDWARA,09041202405,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,SRI PRAVEEN SINGH MEMO. INTER COLLEGE,09041201239,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MORADABAD,SRI SAI INTER COLLEGE,09041209703,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,SUBHASH SMARAK INTER COLLEGE,09041214010,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MORADABAD,SUN SHINE PUBLIC SCHOOL,09041206906,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,SURJAWATI SMARAK SECONDARY SCHOOL,09041205802,Private Unaided Recognized,Secondary only (9–10),No,6,Yes
MORADABAD,SUSHILA DEVI BALIKA INTER COLLEGE SAREEF NAGAR,09041201116,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MORADABAD,UMMA DEVI INTER COLLEGE PASIAPURA PADARTH,09041207305,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MORADABAD,VIDHI SINGH INTER COLLEGE RAMUWALA GANESH,09041208505,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MORADABAD,VIDHYA DEVI MEMO SECONDARY SCHOOL,09041205907,Private Unaided Recognized,Secondary only (9–10),No,0,No
MORADABAD,VIVEKANAND INTER COLLEGE,09041201229,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,18,Yes
MUZAFFARNAGAR,ARYA VAIDIK KANYA INTER COLLEGE DHIDHAWALI,09020204209,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MUZAFFARNAGAR,BALIKA INTER COLLEGE PINNA,09020203313,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MUZAFFARNAGAR,DOON PUBLIC SCHOOL MURADPURA,09020202502,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,GOLDEN BELLS ACADEMY DHINDHAWALI,09020204214,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,GOVT INTER COLLEGE BUDHINA KHURD   MUZAFFARNAGAR,09020202904,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,63,Yes
MUZAFFARNAGAR,GOVT.HIGHE SCHOOL KUTBI,09020204408,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,39,Yes
MUZAFFARNAGAR,GRAM KALYAN INTER COLLEGE BARWALA,09020203811,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
MUZAFFARNAGAR,GYAN DEEP PUBLIC SCHOOL LALUKHERI,09020200505,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,JANTA INTER COLLEGE HARSOLI,09020204905,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,1,Yes
MUZAFFARNAGAR,KALAYAN KARI INTER COLL BAGHARA,09020202408,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,206,Yes
MUZAFFARNAGAR,KALYANKARI KANYA INTER COLLEGE JAGAHERI KAZIKHERA,09020203106,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,0,No
MUZAFFARNAGAR,KASTURI DEVI PUBLIC SCHOOL JASOI,09020201217,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,KISAN INTER COLIAGE  ALIPUR KHERI,09020200105,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,16,Yes
MUZAFFARNAGAR,KISAN MAZDOOR INTER COLLEGE JASOI,09020201208,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MUZAFFARNAGAR,LAKSHYA EDUCATION SPORTS SCHOOL  BAGHRA,09020202426,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,MADARSA RADIANT ISLAMIC ACADEMY HARSOLI,09020204912,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MUZAFFARNAGAR,MAHARANA PRATAP INTER COLLEGE NANGLA PITHAURA BAGHRA,09020201306,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,6,Yes
MUZAFFARNAGAR,MAHAVEERI DEVI PUBLIC SCHOOL SOHANJANI JATAN,09020200810,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,P.T. USHA KANYA INTER COLLEGE TITAVI BAGHRA,09020201604,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MUZAFFARNAGAR,RAJKIYE INTER COLLEGE BUDINA KALAN MUZAFFARNAGAR,09020200308,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,17,Yes
MUZAFFARNAGAR,S.B.S.INTER COLLEGE BUDINA KALAN,09020200305,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,51,Yes
MUZAFFARNAGAR,S.D.S. PUBLIC SCHOOL  TITAWI,09020201611,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,104,Yes
MUZAFFARNAGAR,SARVODYA KANYA INTER COLLEGE BAGHARA,09020202417,Government Aided,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,SHRI DEEWAN SINGH INTER COLLEGE TITAWI,09020201612,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,11,Yes
MUZAFFARNAGAR,SILVER OAK PUPLIC SCHOOL PINNA,09020203312,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,SWAMI KALYAN DEV KANYA INTER COLLEGE BAGHRA,09020202407,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
MUZAFFARNAGAR,AARTI MEMORIAL PUBLIC SCHOOL RAJPUR CHHAJPUR,09020701606,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
MUZAFFARNAGAR,ARYA INTER COLLEGE  BADAUDA,09020600303,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,13,Yes
MUZAFFARNAGAR,ARYA KANYA INTER COLLEGE BUDHANA,09020600108,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,147,Yes
MUZAFFARNAGAR,AZIZ FATIMA HIGH SCHOOL BUDHANA,09020600114,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
MUZAFFARNAGAR,BALWANTI DEVI ACADMY SATHERI,09020600502,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,7,Yes
MUZAFFARNAGAR,BALWANTI DEVI KANYA INTER COLLEGE SATHERI,09020600503,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,56,Yes
MUZAFFARNAGAR,BHARAT SEWAK SAMAJ INTER COLLEGE LUSANA LUHSANA,09020604203,Government Aided,Upper Primary to Higher Secondary (6–12),No,12,Yes
